,,,,,,
1,,,,,,
Tub,,,,,,
004001,HR Wht 2/Tub Tulk,30 ,,,,
8264M,98.33% ,30 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,200 ,(170),HRF01,,
009037,HR Wht 6/Tub SysCl,491 ,,,,
8264M,98.33% ,491 ,,,,
,,,,,,
,,,,,,
 09/28/2018,157509,65 ,(29),HRF01,,**CHEP**
 10/01/2018,157436,150 ,(179),HRF01,,**CHEP**
 10/01/2018,157437,78 ,(257),HRF01,,**CHEP**
 10/01/2018,157447,260 ,(517),HRF01,,
 10/04/2018,157508,24 ,(541),HRF01,,**CHEP**
 10/04/2018,157539,78 ,(619),HRF01,,**CHEP**
 10/04/2018,157548,26 ,(645),HRF01,,**CHEP**
 10/08/2018,157560,100 ,(745),HRF01,,**CHEP**
009147,HR Wht 6/Tub Monarch,506 ,,,,
8261M,98.33% ,345 ,,,,
8263M,97.78% ,161 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157452,39 ,(11),HRF01,,
 10/01/2018,157453,39 ,(50),HRF01,,
 10/01/2018,157454,26 ,(76),HRF01,,
 10/01/2018,157456,10 ,(86),HRF01,,
 10/01/2018,157569,260 ,(346),HRF01,,
 10/03/2018,157531,234 ,(580),HRF01,,
 10/04/2018,157444,52 ,(632),HRF01,,
025229S,Cktail Sce 24/8oz Publix,0 ,,,,
09132019M,96.67% ,6 ,,,,
,,,,,,
,,,,,,
 09/27/2018,157547,390 ,(390),CSR01S,,**CHEP**
047001,Gar/W 6/Tub Tulk,148 ,,,,
8261M,96.67% ,148 ,,,,
,,,,,,
,,,,,,
 10/02/2018,157435,39 ,(21),GWR04,,**CHEP**
 10/02/2018,157510,104 ,(125),GWR04,,**CHEP**
 10/02/2018,157511,120 ,(245),GWR04,,**CHEP**
 10/02/2018,157512,234 ,(479),GWR04,,**CHEP**
 10/02/2018,157517,13 ,(492),GWR04,,
 10/03/2018,157451,234 ,(726),GWR04,,**CHEP**
 10/03/2018,157530,273 ,(999),GWR04,,**CHEP**
047036,Gar/W 6/Tub Arrez,457 ,,,,
8260M,96.11% ,457 ,,,,
,,,,,,
,,,,,,
 10/04/2018,157539,78 ,(61),GWR04,,**CHEP**
 10/08/2018,157560,100 ,(161),GWR04,,**CHEP**
047125,Gar/W 6/Tub Roseli,195 ,,,,
8261M,96.67% ,195 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157452,117 ,(107),GWR04,,
 10/01/2018,157453,52 ,(159),GWR04,,
 10/01/2018,157454,39 ,(198),GWR04,,
 10/01/2018,157455,78 ,(276),GWR04,,
 10/01/2018,157456,39 ,(315),GWR04,,
 10/01/2018,157457,78 ,(393),GWR04,,
 10/01/2018,157569,130 ,(523),GWR04,,
 10/03/2018,157531,156 ,(679),GWR04,,
 10/04/2018,157443,12 ,(691),GWR04,,
 10/04/2018,157444,31 ,(722),GWR04,,
 10/08/2018,157543,39 ,(761),GWR04,,
047300,Gar/W 6/Tub EGN,182 ,,,,
8261M,96.67% ,182 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,260 ,(221),GWR04,,
 10/05/2018,157411,130 ,(351),GWR04,,
 10/11/2018,157537,130 ,(481),GWR04,,
 10/18/2018,157566,91 ,(572),GWR04,,
052001S,Tgr Sce 6/Tub Tulk,174 ,,,,
8264M,98.33% ,174 ,,,,
,,,,,,
,,,,,,
 10/03/2018,157530,78 ,(57),TIS01S,,**CHEP**
 10/10/2018,157561,78 ,(135),TIS01S,,**CHEP**
054001S,Cktail Sce 6/Tub Tulk,38 ,,,,
8261M,96.67% ,38 ,,,,
,,,,,,
,,,,,,
 09/26/2018,157333,26 ,(22),CSR01S,,
 10/02/2018,157511,39 ,(61),CSR01S,,**CHEP**
 10/02/2018,157581,2 ,(63),CSR01S,,
 10/02/2018,157584,5 ,(68),CSR01S,,
 10/02/2018,157585,2 ,(70),CSR01S,,
 10/02/2018,157596,2 ,(72),CSR01S,,
 10/02/2018,157597,2 ,(74),CSR01S,,
 10/02/2018,157600,2 ,(76),CSR01S,,
 10/02/2018,157604,2 ,(78),CSR01S,,
 10/02/2018,157605,3 ,(81),CSR01S,,
 10/02/2018,157606,4 ,(85),CSR01S,,
 10/02/2018,157610,2 ,(87),CSR01S,,
 10/02/2018,157611,7 ,(94),CSR01S,,
 10/03/2018,157530,117 ,(211),CSR01S,,**CHEP**
 10/10/2018,157561,39 ,(250),CSR01S,,**CHEP**
110202,Gin Gar Mix 6/Tub Panda,"1,618 ",,,,
031819M,97.22% ,"1,618 ",,,,
,,,,,,
,,,,,,
 09/28/2018,157426,600 ,(482),GIGA01,,**CHEP**
 10/01/2018,157320,800 ,"(1,282)",GIGA01,,**CHEP**
 10/01/2018,157569,130 ,"(1,412)",GIGA01,,
 10/04/2018,157412,"1,040 ","(2,452)",GIGA01,,
 10/11/2018,157564,600 ,"(3,052)",GIGA01,,
 10/15/2018,157565,800 ,"(3,852)",GIGA01,,**CHEP**
135147,Gar/W 6/Tub Monarch,439 ,,,,
8262M,97.22% ,439 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,130 ,(49),GWV01,,
 10/04/2018,157443,13 ,(62),GWV01,,
 10/04/2018,157444,4 ,(66),GWV01,,
 10/08/2018,157450,39 ,(105),GWV01,,
136147,Gar/O 6/Tub Monarch,30 ,,,,
8257M,94.44% ,30 ,,,,
,,,,,,
,,,,,,
 09/26/2018,157396,78 ,(48),GOV01,,
 09/26/2018,157397,39 ,(87),GOV01,,
 09/26/2018,157398,39 ,(126),GOV01,,
 09/26/2018,157399,48 ,(174),GOV01,,
 09/26/2018,157402,78 ,(252),GOV01,,
 09/27/2018,157425,52 ,(304),GOV01,,
 09/27/2018,157515,130 ,(434),GOV01,,
 10/01/2018,157414,52 ,(486),GOV01,,
 10/01/2018,157449,182 ,(668),GOV01,,
 10/01/2018,157453,24 ,(692),GOV01,,
 10/01/2018,157454,16 ,(708),GOV01,,
 10/01/2018,157569,143 ,(851),GOV01,,
 10/03/2018,157531,117 ,(968),GOV01,,
140036,Gar/W 6/Tub-V Arrez,753 ,,,,
8261M,96.67% ,753 ,,,,
8267M,100.00% ,"1,037 ",,,,
,,,,,,
,,,,,,
 10/04/2018,157540,78 ,(12),GWV01,,**CHEP**
 10/04/2018,157548,120 ,(132),GWV01,,**CHEP**
162125,Pesto 2/Tub Roseli,28 ,,,,
8257M,94.44% ,28 ,,,,
,,,,,,
,,,,,,
 09/26/2018,157396,240 ,(212),PES01,,
 09/26/2018,157398,80 ,(292),PES01,,
 09/26/2018,157399,40 ,(332),PES01,,
 10/01/2018,157569,80 ,(412),PES01,,
 10/04/2018,157443,40 ,(452),PES01,,
174001,Gar/O 6/Tub Tulk,8 ,,,,
8250M,90.56% ,8 ,,,,
,,,,,,
,,,,,,
 10/02/2018,157517,26 ,(18),GOR01,,
174036,Gar/O 6/Tub Arrez,153 ,,,,
8257M,94.44% ,153 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157437,234 ,(181),GOR01,,**CHEP**
 10/01/2018,157447,260 ,(441),GOR01,,
 10/04/2018,157538,52 ,(493),GOR01,,**CHEP**
195001,Ging Puree 6/Tub Tulk,1 ,,,,
09052019M,96.11% ,1 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,65 ,(64),GIP01,,
 10/10/2018,157561,1 ,(65),GIP01,,**CHEP**
195036,Ging Puree 6/Tub Arrez,49 ,,,,
09052019M,96.11% ,49 ,,,,
,,,,,,
,,,,,,
 09/28/2018,157391,72 ,(24),GIP01,,**CHEP**
 10/04/2018,157538,52 ,(76),GIP01,,**CHEP**
199001,Ging Puree 2/Tub Tulk,2 ,,,,
09142019M,98.61% ,2 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157453,80 ,(78),GIP01,,
200037,Gar/Olive Oil 6/Tub SysCl,162 ,,,,
8262M,97.22% ,162 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157447,260 ,(176),GOO02,,
257213,Garlic/W V 6/Tub Cul Exp,21 ,,,,
8241M,85.56% ,21 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,26 ,(5),GWV02,,
370213S,Chpt Chi Aio 6/Tub Tulk,304 ,,,,
8253M,92.22% ,10 ,,,,
8264M,98.33% ,294 ,,,,
,,,,,,
,,,,,,
 10/02/2018,157579,20 ,(14),CCA01S,,
 10/02/2018,157580,5 ,(19),CCA01S,,
 10/02/2018,157585,10 ,(29),CCA01S,,
 10/02/2018,157587,3 ,(32),CCA01S,,
 10/02/2018,157588,10 ,(42),CCA01S,,
 10/02/2018,157592,3 ,(45),CCA01S,,
 10/02/2018,157593,4 ,(49),CCA01S,,
 10/02/2018,157594,3 ,(52),CCA01S,,
 10/02/2018,157599,10 ,(62),CCA01S,,
 10/02/2018,157601,2 ,(64),CCA01S,,
 10/02/2018,157606,10 ,(74),CCA01S,,
 10/02/2018,157607,4 ,(78),CCA01S,,
 10/02/2018,157609,3 ,(81),CCA01S,,
 10/02/2018,157611,16 ,(97),CCA01S,,
Gallon,,,,,,
007001,HR Wht 4/8 lb  Tulk,375 ,,,,
8262M,97.22% ,39 ,,,,
8267M,100.00% ,336 ,,,,
,,,,,,
,,,,,,
 10/04/2018,157535,32 ,(32),HRF01,,
007037,HR Wht 4/8 lb SysCl,303 ,,,,
8262M,97.22% ,22 ,,,,
8267M,100.00% ,281 ,,,,
,,,,,,
,,,,,,
 10/04/2018,157538,48 ,(33),HRF01,,**CHEP**
 10/04/2018,157548,36 ,(69),HRF01,,**CHEP**
 10/08/2018,157560,48 ,(117),HRF01,,**CHEP**
014001S,Cktail Sce 4/8 lb Tulk,53 ,,,,
8256M,93.89% ,28 ,,,,
8262M,97.22% ,25 ,,,,
,,,,,,
,,,,,,
 09/26/2018,157333,18 ,(5),CSR01S,,
 09/26/2018,157399,12 ,(17),CSR01S,,
 10/02/2018,157581,4 ,(21),CSR01S,,
 10/02/2018,157587,4 ,(25),CSR01S,,
 10/02/2018,157605,6 ,(31),CSR01S,,
 10/02/2018,157611,4 ,(35),CSR01S,,
 10/08/2018,157552,8 ,(43),CSR01S,,
014037S,Cktail Sce 4/8 lb SysCl,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/25/2018,157332,72 ,(72),CSR01S,,**CHEP**
 09/25/2018,157520,36 ,(108),CSR01S,,
 09/27/2018,157415,48 ,(156),CSR01S,,**CHEP**
 10/01/2018,157569,24 ,(180),CSR01S,,
 10/04/2018,157508,48 ,(228),CSR01S,,**CHEP**
 10/04/2018,157538,24 ,(252),CSR01S,,**CHEP**
 10/04/2018,157548,36 ,(288),CSR01S,,**CHEP**
016037,Tgr Sce 4/Gal SysCl,23 ,,,,
8257M,94.44% ,23 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,36 ,(13),TIS01S,,
 10/04/2018,157548,12 ,(25),TIS01S,,**CHEP**
133082S,Cktail Sce-V 4/8lb Seasid,79 ,,,,
8254M,92.78% ,79 ,,,,
,,,,,,
,,,,,,
 10/02/2018,157574,12 ,(9),CSV01S,,
 10/02/2018,157589,16 ,(25),CSV01S,,
 10/02/2018,157590,4 ,(29),CSV01S,,
 10/02/2018,157594,6 ,(35),CSV01S,,
 10/02/2018,157595,4 ,(39),CSV01S,,
 10/02/2018,157597,4 ,(43),CSV01S,,
133156,Cktail Sce-V 4/8lbGChoice,138 ,,,,
8254M,92.78% ,49 ,,,,
8262M,97.22% ,89 ,,,,
,,,,,,
,,,,,,
 10/03/2018,157530,48 ,(30),CSV01S,,**CHEP**
182059,HR Wht-V 4/8 lb CSMFounda,24 ,,,,
8255M,93.33% ,24 ,,,,
,,,,,,
,,,,,,
 09/28/2018,157442,36 ,(12),HRV01,,
 10/01/2018,157429,6 ,(18),HRV01,,
182082,HR Wht-V 4/8 lb Seaside,21 ,,,,
8260M,96.11% ,21 ,,,,
,,,,,,
,,,,,,
 10/05/2018,157558,12 ,(10),HRV01,,
182110,HR Wht-V 4/8 lb Gator,18 ,,,,
8262M,97.22% ,18 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,48 ,(43),HRV01,,
 10/02/2018,157532,12 ,(55),HRV01,,
182192,HR Wht-V 4/8lb Harvest Va,128 ,,,,
8261M,96.67% ,128 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157452,48 ,(40),HRV01,,
 10/01/2018,157569,60 ,(100),HRV01,,
 10/04/2018,157443,48 ,(148),HRV01,,
 10/04/2018,157444,72 ,(220),HRV01,,
182198,HR Wht-V 4/8 lb WestCreek,35 ,,,,
8262M,97.22% ,35 ,,,,
,,,,,,
,,,,,,
 10/02/2018,157532,48 ,(13),HRV01,,
196031,Cktail Sce 4/1 Gal SysImp,98 ,,,,
8254M,96.39% ,98 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157447,96 ,(58),CSR03,,
 10/08/2018,157560,24 ,(82),CSR03,,**CHEP**
215179S,CrbCk Bse 4/Gal CalvertH,6 ,,,,
8248M,89.44% ,6 ,,,,
,,,,,,
,,,,,,
 09/26/2018,157341,192 ,(186),CCS01S,,
241328,HR White w/MOEB 4/8lb DGC,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/27/2018,157421,75 ,(75),HRF11,ON HOLD,
435238,Red Wine Vinegar 4/1 Pom,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/27/2018,157400,"1,400 ","(1,400)",CS0096,ON HOLD,
 09/28/2018,157529,"1,400 ","(2,800)",CS0096,ON HOLD,
590276,Classic Mayo 4/1 Gal SK,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/30/2018,156484,850 ,(850),SRK01,,**CHEP**
 10/31/2018,157389,425 ,"(1,275)",SRK01,,**CHEP**
596276,Dijonnaise 4/1 Gal SK,907 ,,,,
SEP1019TBG,96.16% ,907 ,,,,
,,,,,,
,,,,,,
 09/30/2018,156484,907 ,(907),SRK08,,**CHEP**
Pail,,,,,,
040001,HR Fine 30#P Tulk,30 ,,,,
09122018M,93.33% ,30 ,,,,
,,,,,,
,,,,,,
 09/27/2018,157408,40 ,(10),HRF09,,
 10/01/2018,157434,"1,263 ","(1,273)",HRF09,,
045001,Gar/W 30#P Tulk,377 ,,,,
09132018M,93.89% ,377 ,,,,
09212018M,98.33% ,694 ,,,,
,,,,,,
,,,,,,
 10/05/2018,156750,660 ,(506),GWR01,,
 10/11/2018,157403,480 ,(986),GWR01,,
 10/31/2018,157424,660 ,"(1,646)",GWR01,,
 11/28/2018,157423,660 ,"(2,306)",GWR01,,
045172,Gar/W 2%CA 30#P Tulkoff,36 ,,,,
09062018M,90.00% ,36 ,,,,
,,,,,,
,,,,,,
 10/05/2018,157431,34 ,(15),GWR02,,
073001,Puree/Gar 30#P Tulk,0 ,,,,
09212018M,98.33% ,34 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157569,1 ,(1),GPR01,,
 10/04/2018,157535,34 ,(35),GPR01,,
 10/10/2018,157561,1 ,(36),GPR01,,**CHEP**
073133,Puree/Gar 30#P Kens,138 ,,,,
08152018M,77.78% ,20 ,,,,
08242018M,82.78% ,118 ,,,,
09212018M,98.33% ,184 ,,,,
,,,,,,
,,,,,,
 10/10/2018,157441,216 ,(78),GPR01,,
073220,Puree/Gar 30#P Ventura,0 ,,,,
09212018M,98.33% ,105 ,,,,
,,,,,,
,,,,,,
 10/05/2018,156889,105 ,(105),GPR01,,
089244,HR AN 35#P TW Garner,16 ,,,,
09242018M,100.00% ,16 ,,,,
,,,,,,
,,,,,,
 10/03/2018,157546,180 ,(164),HRF12,,
152257,Gar/O 30#P AW,0 ,,,,
09202018M,97.78% ,108 ,,,,
,,,,,,
,,,,,,
 10/04/2018,157234,108 ,(108),GOR01-AWIN,,
 11/09/2018,157613,117 ,(225),GOR01-AWIN,,
163001,Ging Puree 35#P Tulk,14 ,,,,
09062018M,95.00% ,14 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157437,48 ,(34),GIP01,,**CHEP**
 10/01/2018,157569,6 ,(40),GIP01,,
389275,Shack Sauce 6/5.5lb,7 ,,,,
03102019M,92.78% ,7 ,,,,
,,,,,,
,,,,,,
 10/10/2018,157344,500 ,(493),SHK02,,
399275,Btrmilk Herb Sce 6/5.5lb,71 ,,,,
02162019M,80.56% ,71 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157104,480 ,(409),SHK01,,
 10/22/2018,157568,480 ,(889),SHK01,,
591276,S/F Classic Mayo 4/GalPch,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/31/2018,157389,"1,700 ","(1,700)",SRK03,,**CHEP**
Retail,,,,,,
013001S,Cktail Sce 12/8OZ Tulk,273 ,,,,
03042019M,89.44% ,173 ,,,,
03112019M,93.33% ,100 ,,,,
,,,,,,
,,,,,,
 10/11/2018,157401,300 ,(27),CSR01S,,
028054,HR White 12/8Oz Rosol,3 ,,,,
01062019M,57.78% ,2 ,,,,
03042019M,89.44% ,1 ,,,,
,,,,,,
,,,,,,
 09/26/2018,157556,350 ,(347),HRF03,ON HOLD,
028061,HR White 12/8Oz Shop-P,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 03/05/2019,157390,960 ,(960),HRF05,ON HOLD,
028098,HR White 12/8Oz Shoprite,10 ,,,,
02022019M,72.78% ,10 ,,,,
,,,,,,
,,,,,,
 10/25/2018,157541,600 ,(590),HRF03,,
 11/21/2018,157542,800 ,"(1,390)",HRF03,,
033054,HR Red 12/8Oz Rosol,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/26/2018,157556,25 ,(25),HRR01,ON HOLD,
033061,HR Red 12/8Oz Shop-P,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 03/05/2019,157390,500 ,(500),HRR02,ON HOLD,
033098,HR Red 12/8Oz Shoprite,20 ,,,,
02022019M,72.78% ,20 ,,,,
,,,,,,
,,,,,,
 10/25/2018,157541,250 ,(230),HRR01,,
064230S,Cktail Sce XB 12/9oz PF,"1,446 ",,,,
08022019M,86.85% ,"1,446 ",,,,
,,,,,,
,,,,,,
 10/08/2018,157393,"2,000 ",(554),CSB02S,,
103001,Jal Aioli 8/18fl ozTulk,0 ,,,,
12012018,37.78% ,102 ,,,,
,,,,,,
,,,,,,
 09/25/2018,157466,2 ,(2),JPA01,,
 09/25/2018,157477,2 ,(4),JPA01,,
 09/25/2018,157504,2 ,(6),JPA01,,
 10/02/2018,157591,2 ,(8),JPA01,,
 10/02/2018,157601,2 ,(10),JPA01,,
 10/02/2018,157608,2 ,(12),JPA01,,
229328,HR White w/MOEB 12/8OzDGC,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/27/2018,157421,350 ,(350),HRF11,ON HOLD,
362267,CoconutOil VO 6/14flozVC,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/15/2018,156430,"15,400 ","(15,400)",CS0129,,
362285,CoconutOilVO6/14flozCANVC,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/15/2018,156431,800 ,(800),CS0129,,
425238,Pomp Sherry CW 6/16 floz,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/27/2018,157527,"3,500 ","(3,500)",CS0102,ON HOLD,
426238,Pomp MarsalaCW 6/16 fl oz,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/28/2018,157528,"3,500 ","(3,500)",CS0104,ON HOLD,
427238,Pomp White CW 6/16 floz,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 09/27/2018,157526,"10,000 ","(10,000)",CS0029,ON HOLD,
447325,Stir Fry Sce 4 1/2Gal AM,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 11/05/2018,157614,"1,180 ","(1,180)",ASM03,,
448325,Gen Tso Sce4 1/2Gal AM,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/12/2018,156954,"2,360 ","(2,360)",ASM04,,
 11/05/2018,157614,"2,360 ","(4,720)",ASM04,,
449325,OrangeGingerSce4 1/2GalAM,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/12/2018,156954,"1,180 ","(1,180)",ASM05,,
451325,Sesame Garlic Sce2/1GalAM,0 ,,,,
187008,78.08% ,1 ,,,,
,,,,,,
,,,,,,
 11/05/2018,157615,"1,180 ","(1,180)",ASM01,,
456390,Lwy Garlic Spread 12/6oz,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 11/07/2018,155484,"8,500 ","(8,500)",LWR01,,
528136,PubStyle HR Sce12/9.5ozBH,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/22/2018,157514,"4,440 ","(4,440)",BHD01,,
544129,BF Apple 8/18.5 oz KN,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/01/2018,156281,"1,000 ","(1,000)",KNS01,,
545129,BF Caramel 8/18.25 oz KN,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/01/2018,156281,"1,000 ","(1,000)",KNS05,,
547129,BF Crmy HR 8/16.5 oz KN,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/01/2018,156281,"1,000 ","(1,000)",KNS06,,
548129,BF Mustard 8/17.5 oz KN,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/01/2018,156281,"1,000 ","(1,000)",,,
550129,BF Sriracha 8/18 oz KN,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/01/2018,156281,"1,000 ","(1,000)",,,
551129,BF MangoHab8/18ozKN,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/01/2018,156281,"1,000 ","(1,000)",,,
553129,BF Asian 8/18 oz KN,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/01/2018,156281,"1,000 ","(1,000)",,,
592276,Classic Mayo 6/10 floz SK,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/31/2018,157389,"6,300 ","(6,300)",SRK01,,**CHEP**
594276,Classic Mayo 6/32 floz SK,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/31/2018,157389,500 ,(500),SRK01,,**CHEP**
618276,Chipotle Mayo6/12fl oz SK,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/31/2018,157389,"1,500 ","(1,500)",SRK10,,**CHEP**
619276,Special Sce 6/12fl oz SK,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/31/2018,157389,"3,100 ","(3,100)",SRK05,,**CHEP**
621276,Organic Mayo 6/32 floz SK,0 ,,,,
,,,,,,
,,,,,,
,,,,,,
 10/31/2018,157389,"1,000 ","(1,000)",SRK09,,**CHEP**
622276,AvocadoRanch6/9flozSK,0 ,,,,
JUN1119TBR,96.30% ,"3,381 ",,,,
,,,,,,
,,,,,,
 09/30/2018,156484,"3,381 ","(3,381)",SRK15,,**CHEP**
 10/31/2018,157389,"5,000 ","(8,381)",SRK15,,**CHEP**
626276,Classic Ranch 6/9 floz SK,0 ,,,,
JUN1019TBR,95.93% ,"4,253 ",,,,
JUN1119TBR,96.30% ,472 ,,,,
,,,,,,
,,,,,,
 09/30/2018,156484,"4,253 ","(4,253)",SRK14,,**CHEP**
 10/31/2018,157389,"5,500 ","(9,753)",SRK14,,**CHEP**
627276,Pizza Ranch 6/9 fl oz SK,0 ,,,,
JUN1419TBR,97.41% ,"3,566 ",,,,
,,,,,,
,,,,,,
 09/30/2018,156484,"3,566 ","(3,566)",SRK16,,**CHEP**
 10/31/2018,157389,"5,000 ","(8,566)",SRK16,,**CHEP**
630276,Avocado Mayo 6/32 flozSKC,"2,229 ",,,,
SEP2119TBR,99.18% ,"2,229 ",,,,
,,,,,,
,,,,,,
 09/24/2018,156476,"5,088 ","(2,859)",SRK02,,**CHEP**
 09/25/2018,157612,"2,496 ","(5,355)",SRK02,,**CHEP**
Purchased,,,,,,
335125,Gar Spd 6/2 lb Roseli,85 ,,,,
04092019M,83.33% ,85 ,,,,
,,,,,,
,,,,,,
 10/01/2018,157449,14 ,(13),Purchased,,
 10/01/2018,157452,24 ,(37),Purchased,,
 10/01/2018,157454,21 ,(58),Purchased,,
 10/01/2018,157455,49 ,(107),Purchased,,
 10/01/2018,157569,35 ,(142),Purchased,,
 10/08/2018,157450,8 ,(150),Purchased,,
Printed: 9/24/2018  5:46:51PM,Page -1 of 1,,,,,